0, 65.504, 27.876, 200, 25, 100
1, 75.773, 31.706, 200, 25, 100
2, 98.945, 44.387, 200, 25, 100
3, 84.190, 35.950, 200, 25, 100
4, 73.470, 30.234, 200, 25, 100
5, 75.857, 32.450, 200, 25, 100
6, 86.612, 36.151, 200, 25, 100
7, 65.381, 28.001, 200, 25, 100
8, 72.585, 29.955, 200, 25, 100
9, 71.936, 30.370, 200, 25, 100
10, 73.091, 30.147, 200, 25, 100
11, 80.080, 34.663, 200, 25, 100
12, 84.705, 36.765, 200, 25, 100
13, 78.525, 33.925, 200, 25, 100
14, 79.616, 34.089, 200, 25, 100
15, 76.598, 33.128, 200, 25, 100
16, 73.081, 30.416, 200, 25, 100
17, 78.620, 33.748, 200, 25, 100
18, 82.002, 33.320, 200, 25, 100
19, 78.057, 32.208, 200, 25, 100
20, 75.803, 31.842, 200, 25, 100
21, 71.203, 30.135, 200, 25, 100
22, 75.133, 31.993, 200, 25, 100
23, 74.814, 31.552, 200, 25, 100
24, 72.131, 31.691, 200, 25, 100
25, 71.758, 30.336, 200, 25, 100
26, 91.146, 39.636, 200, 25, 100
27, 80.795, 33.761, 200, 25, 100
28, 69.062, 30.587, 200, 25, 100
29, 69.225, 28.852, 200, 25, 100
30, 73.341, 30.636, 200, 25, 100
31, 66.284, 28.375, 200, 25, 100
32, 76.493, 31.942, 200, 25, 100
33, 81.827, 34.759, 200, 25, 100
34, 75.842, 31.221, 200, 25, 100
35, 70.423, 29.572, 200, 25, 100
36, 64.424, 27.216, 200, 25, 100
37, 69.081, 29.240, 200, 25, 100
38, 73.323, 30.476, 200, 25, 100
39, 64.328, 26.859, 200, 25, 100
40, 76.541, 32.433, 200, 25, 100
41, 75.627, 31.634, 200, 25, 100
42, 61.582, 26.170, 200, 25, 100
43, 59.547, 25.184, 200, 25, 100
44, 76.971, 32.778, 200, 25, 100
45, 61.929, 25.448, 200, 25, 100
46, 65.671, 27.869, 200, 25, 100
47, 81.991, 35.610, 200, 25, 100
48, 58.498, 24.092, 200, 25, 100
49, 73.335, 30.929, 200, 25, 100
50, 68.595, 28.312, 200, 25, 100
51, 68.820, 29.460, 200, 25, 100
52, 67.717, 28.208, 200, 25, 100
53, 56.847, 23.591, 200, 25, 100
54, 69.202, 29.305, 200, 25, 100
55, 67.001, 27.570, 200, 25, 100
56, 61.583, 24.147, 200, 25, 100
57, 61.366, 25.499, 200, 25, 100
58, 61.685, 25.799, 200, 25, 100
59, 66.836, 27.048, 200, 25, 100
60, 67.074, 27.563, 200, 25, 100
61, 64.032, 27.047, 200, 25, 100
62, 60.556, 24.996, 200, 25, 100
63, 54.543, 23.250, 200, 25, 100
64, 62.917, 26.424, 200, 25, 100
65, 54.413, 23.342, 200, 25, 100
66, 59.366, 23.794, 200, 25, 100
67, 73.517, 30.592, 200, 25, 100
68, 55.201, 23.106, 200, 25, 100
69, 60.846, 25.253, 200, 25, 100
70, 74.268, 28.718, 200, 25, 100
71, 54.946, 22.646, 200, 25, 100
72, 53.442, 21.765, 200, 25, 100
73, 60.581, 25.536, 200, 25, 100
74, 59.428, 24.942, 200, 25, 100
75, 65.204, 26.604, 200, 25, 100
76, 63.307, 26.568, 200, 25, 100
77, 59.015, 25.126, 200, 25, 100
